Class 1,Class 2,Modularized Accuracy,Trained Model Accuracy,Convergance (Dynamic),Convergance (Scratch)
0,0,0.9964646464646465,0.9959595959595959,7.097460985183716,6.9808509349823
0,1,0.998989898989899,1.0,4.0319600105285645,7.786305904388428
0,2,0.9984848484848485,1.0,8.881255865097046,7.80359411239624
0,3,0.997979797979798,1.0,8.649585008621216,8.066709995269775
0,4,0.9994949494949495,0.9994949494949495,11.011898040771484,11.599120140075684
0,5,0.9944444444444445,0.9994949494949495,6.747159004211426,17.299226999282837
0,6,0.997979797979798,0.9994949494949495,9.110312938690186,10.304657936096191
0,7,0.997979797979798,1.0,5.703503131866455,8.64770793914795
0,8,0.9984848484848485,1.0,4.9862449169158936,11.83311676979065
0,9,0.998989898989899,1.0,5.96488881111145,9.439730882644653
1,0,0.9981264637002342,0.9995316159250586,9.965049982070923,12.202863931655884
1,1,0.9976580796252927,1.0,6.949913740158081,12.733247995376587
1,2,0.9995316159250586,0.9995316159250586,5.5854949951171875,10.560791015625
1,3,0.9981264637002342,0.9995316159250586,9.997879028320312,10.127422094345093
1,4,0.9995316159250586,1.0,5.6032538414001465,10.509032249450684
1,5,0.9990632318501171,1.0,6.479306936264038,9.487973928451538
1,6,0.9981264637002342,1.0,5.345818042755127,9.719522953033447
1,7,1.0,1.0,6.504994869232178,12.884419202804565
1,8,0.9990632318501171,1.0,8.181591987609863,10.160026788711548
1,9,0.9990632318501171,1.0,6.433145999908447,10.047441005706787
2,0,0.9931102362204725,1.0,5.125459909439087,9.166676998138428
2,1,0.9970472440944882,0.999507874015748,5.874753713607788,9.828671932220459
2,2,0.9970472440944882,0.9945866141732284,8.782840967178345,10.796795845031738
2,3,0.9970472440944882,0.999507874015748,16.897382020950317,12.24541187286377
2,4,0.9960629921259843,1.0,4.505105257034302,11.492733240127563
2,5,0.9936023622047244,0.999507874015748,20.04929494857788,8.920679807662964
2,6,0.9970472440944882,1.0,5.864887952804565,10.08259892463684
2,7,0.9960629921259843,1.0,9.889166831970215,14.497379779815674
2,8,0.9945866141732284,0.999507874015748,12.481659889221191,22.160505056381226
2,9,0.9990157480314961,0.9862204724409449,11.796855926513672,11.003731966018677
3,0,0.9955223880597015,0.9995024875621891,10.093408107757568,12.219417810440063
3,1,0.9980099502487563,0.9995024875621891,6.9493701457977295,11.417693376541138
3,2,0.9975124378109452,1.0,12.567290782928467,17.54698872566223
3,3,0.9970149253731343,0.9995024875621891,16.63333487510681,12.738993167877197
3,4,0.9980099502487563,1.0,6.66480278968811,12.529491901397705
3,5,0.9985074626865672,0.9995024875621891,9.575742959976196,17.022027015686035
3,6,0.9970149253731343,1.0,13.138181209564209,15.02202582359314
3,7,0.9980099502487563,1.0,4.890777111053467,15.010507106781006
3,8,0.9960199004975124,0.9990049751243781,8.72608733177185,16.515533685684204
3,9,0.9995024875621891,1.0,11.57448697090149,9.313742637634277
4,0,0.9969727547931383,1.0,4.398934841156006,11.187591075897217
4,1,0.9984863773965691,1.0,4.348016977310181,11.864655256271362
4,2,0.9969727547931383,1.0,6.047870874404907,17.488546133041382
4,3,0.9984863773965691,0.9994954591321897,9.727297067642212,9.498474836349487
4,4,0.9984863773965691,0.9994954591321897,5.205510854721069,13.120844841003418
4,5,0.9899091826437941,1.0,6.957977771759033,13.821278810501099
4,6,0.9979818365287588,0.9994954591321897,15.102854013442993,16.096319913864136
4,7,0.9979818365287588,1.0,6.612665891647339,9.728058099746704
4,8,0.9959636730575177,0.9994954591321897,5.977601766586304,14.894265174865723
4,9,0.9989909182643795,1.0,5.319669008255005,9.928822040557861
5,0,0.9936575052854123,1.0,14.665823936462402,9.883615016937256
5,1,0.9984143763213531,1.0,5.671438932418823,12.206970930099487
5,2,0.9952431289640592,1.0,9.947145938873291,9.581727027893066
5,3,0.992600422832981,0.9994714587737844,10.142776250839233,9.437710046768188
5,4,0.9957716701902748,1.0,12.5157470703125,11.730093240737915
5,5,0.9968287526427061,1.0,14.830564022064209,13.095325946807861
5,6,0.9957716701902748,1.0,10.472001075744629,9.248540163040161
5,7,0.9994714587737844,1.0,10.10373306274414,8.762452840805054
5,8,0.9968287526427061,1.0,5.948446035385132,14.517642974853516
5,9,0.9994714587737844,1.0,9.259726762771606,11.5642671585083
6,0,0.9959141981613892,1.0,11.723576784133911,15.769414901733398
6,1,0.9979570990806946,1.0,6.526551723480225,9.703763961791992
6,2,0.9974463738508682,0.9994892747701737,10.92363691329956,9.842379093170166
6,3,0.9959141981613892,0.9994892747701737,9.327469825744629,9.253684997558594
6,4,0.998467824310521,1.0,9.953857183456421,9.818498134613037
6,5,0.9964249233912156,1.0,5.446124792098999,12.230470180511475
6,6,0.9954034729315628,0.9994892747701737,14.708046913146973,10.399287700653076
6,7,0.9994892747701737,1.0,10.047593832015991,10.949092864990234
6,8,0.9969356486210419,1.0,9.743046998977661,14.530497074127197
6,9,0.998467824310521,1.0,7.557471036911011,11.206186056137085
7,0,0.9970414201183432,1.0,9.217588186264038,12.613472938537598
7,1,0.9990138067061144,0.9990138067061144,6.130840063095093,10.57558298110962
7,2,0.9995069033530573,1.0,6.652512788772583,13.445918083190918
7,3,0.9985207100591716,0.9995069033530573,6.717602729797363,11.040232181549072
7,4,0.9995069033530573,0.9995069033530573,4.3499510288238525,14.838824987411499
7,5,0.9970414201183432,0.9995069033530573,12.406515836715698,8.929793119430542
7,6,0.997534516765286,0.9995069033530573,4.686122179031372,10.881291151046753
7,7,0.9995069033530573,1.0,8.556593894958496,8.351653099060059
7,8,0.9965483234714004,0.9990138067061144,5.548174142837524,15.717424869537354
7,9,0.9990138067061144,1.0,4.2915120124816895,8.677795171737671
8,0,0.9842958459979737,0.9989868287740629,6.610950946807861,8.547566175460815
8,1,0.9929078014184397,0.9989868287740629,8.554140090942383,12.70836877822876
8,2,0.993920972644377,1.0,10.580028057098389,12.992483854293823
8,3,0.9924012158054711,0.9994934143870314,14.270264863967896,8.550377130508423
8,4,0.997467071935157,0.9994934143870314,17.53976798057556,8.748985052108765
8,5,0.9979736575481256,1.0,7.413476943969727,8.532112121582031
8,6,0.9929078014184397,1.0,16.440403938293457,11.449122905731201
8,7,0.9979736575481256,1.0,10.057044982910156,10.344933986663818
8,8,0.9929078014184397,0.9994934143870314,11.658143997192383,12.986788034439087
8,9,0.9989868287740629,1.0,9.583241939544678,13.362122297286987
9,0,0.9970134395221503,1.0,8.6925630569458,9.122917175292969
9,1,0.9985067197610752,0.9995022399203584,9.056229829788208,9.183231115341187
9,2,0.9990044798407167,1.0,6.126025915145874,12.800073385238647
9,3,0.9970134395221503,0.9995022399203584,7.529350996017456,8.682852029800415
9,4,0.9985067197610752,0.9995022399203584,8.340875148773193,8.913558006286621
9,5,0.9975111996017919,1.0,3.8985042572021484,13.32161283493042
9,6,0.9970134395221503,1.0,12.094491004943848,12.953824043273926
9,7,0.9995022399203584,1.0,6.090417146682739,11.289379119873047
9,8,0.9965156794425087,0.9995022399203584,6.291635036468506,13.020535707473755
9,9,0.9990044798407167,1.0,6.931730270385742,13.59605622291565
