Class 1,Class 2,Modularized Accuracy,Trained Model Accuracy,Convergance (Dynamic),Convergance (Scratch)
6,1,0.9974463738508682,1.0,5.711621046066284,19.285265922546387
6,2,0.9979570990806946,1.0,22.30588388442993,19.13717293739319
6,3,0.9974463738508682,1.0,13.86784315109253,19.74970769882202
6,4,0.9969356486210419,0.9994892747701737,11.336379766464233,26.049822092056274
6,5,0.9964249233912156,1.0,9.47506308555603,26.34528112411499
6,6,0.9969356486210419,0.9994892747701737,9.978466987609863,19.155107736587524
6,7,0.9989785495403473,1.0,6.298372030258179,24.718909978866577
6,8,0.9969356486210419,0.9994892747701737,5.7844038009643555,30.6853449344635
6,9,0.998467824310521,1.0,7.679742097854614,19.332793951034546
7,0,0.995069033530572,1.0,7.9797282218933105,25.875186920166016
7,1,0.9990138067061144,1.0,6.069674015045166,18.98930811882019
7,2,0.9990138067061144,1.0,6.072113275527954,25.10524582862854
7,3,0.9970414201183432,0.9995069033530573,7.381408929824829,20.462671995162964
7,4,0.9985207100591716,0.9990138067061144,10.396414041519165,20.3247549533844
7,5,0.995069033530572,0.9995069033530573,5.97373104095459,19.69179391860962
7,6,0.9970414201183432,1.0,7.2599029541015625,20.37211799621582
7,7,0.9990138067061144,0.9995069033530573,7.087820768356323,20.282392024993896
7,8,0.997534516765286,0.9995069033530573,10.938490867614746,26.882267951965332
7,9,0.9985207100591716,1.0,7.102054119110107,20.0399649143219
8,0,0.9878419452887538,0.9954407294832827,13.52837085723877,21.090046167373657
8,1,0.9924012158054711,0.9994934143870314,15.360414028167725,25.67294716835022
8,2,0.993920972644377,0.9984802431610942,12.382268190383911,25.953036069869995
8,3,0.9893617021276596,0.9994934143870314,13.652616262435913,26.481297731399536
8,4,0.9944275582573455,1.0,7.8544111251831055,19.752758026123047
8,5,0.9984802431610942,1.0,7.872625112533569,26.395262002944946
8,6,0.9893617021276596,1.0,13.223438024520874,20.35328197479248
8,7,0.9984802431610942,1.0,9.264920949935913,19.63375496864319
8,8,0.993920972644377,1.0,9.234365940093994,31.52275800704956
8,9,0.9994934143870314,1.0,8.943302869796753,19.204909801483154
9,0,0.9975111996017919,1.0,9.010274648666382,26.419689893722534
9,1,0.9995022399203584,0.9995022399203584,6.7488861083984375,19.740445137023926
9,2,0.9980089596814335,1.0,5.670225143432617,19.400912046432495
9,3,0.9985067197610752,0.9995022399203584,6.831995964050293,20.240585327148438
9,4,0.9975111996017919,0.9995022399203584,6.886392116546631,19.674946069717407
9,5,0.9985067197610752,1.0,10.883779048919678,20.09280824661255
9,6,0.9975111996017919,1.0,7.131112098693848,25.969193935394287
9,7,0.9995022399203584,1.0,6.992660045623779,26.750030755996704
9,8,0.9960179193628671,0.9980089596814335,6.847426176071167,32.071205139160156
9,9,0.9995022399203584,1.0,7.549896001815796,19.642433166503906
