Combination ID,Model Accuracy,Training Time,Eval Time
58,0.977,32.98467755,0.0001110610962
59,0.927,36.75662494,0.0001188635826
60,0.9466666667,28.93423986,0.000102674365
61,0.986,12.14102411,0.0001911706924
62,0.7365625,475.4840441,6.23E-05
63,0.9373333333,70.60525393,9.51E-05
64,0.9507692308,31.8374846,0.0001050041272
65,0.8317073171,162.3099413,6.18E-05
66,0.9663157895,61.00103712,8.95E-05
67,0.9330769231,60.73509765,7.19E-05
68,0.9494444444,54.68818688,8.78E-05
69,0.9004,107.7387969,7.54E-05
70,0.78575,118.4316635,5.54E-05
71,0.9479310345,66.90417099,6.45E-05
72,0.7734090909,399.3083637,5.00E-05
73,0.756627907,392.6180503,5.01E-05
74,0.93,54.63400555,8.95E-05
75,1,3.734878778,0.0004842710495
76,0.82125,153.0517297,5.64E-05
77,0.8984210526,47.23825264,8.10E-05
78,0.9875,21.62814927,0.000132342279
79,0.7714035088,238.6350389,4.98E-05
80,0.9251724138,94.59374523,6.50E-05
81,0.7481012658,422.8405087,5.44E-05
82,0.7952,297.4310176,6.06E-05
83,0.8105660377,316.9070404,5.74E-05
84,0.8576315789,135.5212338,6.61E-05
85,0.7310526316,265.9869914,5.15E-05
86,0.7465853659,300.6407266,5.41E-05
87,0.8434782609,60.27680635,7.67E-05
88,0.8308510638,273.1001329,5.86E-05
89,0.897,40.32682776,0.0001164593697
90,0.9421428571,40.23891163,0.0001014176437
91,0.8905128205,293.1629064,5.83E-05
92,0.8821428571,261.3629246,5.11E-05
93,0.7710344828,275.0561421,5.09E-05
94,0.7549122807,261.5758531,5.03E-05
95,0.8459459459,249.2425499,7.17E-05
96,0.8641666667,270.7297964,5.29E-05
97,0.7604938272,318.1989429,5.09E-05
98,0.7849019608,217.124649,7.38E-05
99,0.7675714286,319.1954868,5.31E-05
100,0.90125,7.252283335,0.0001387840509
101,0.9527272727,31.57335973,0.0001250067624
102,0.8541509434,199.3073666,5.85E-05
103,0.881,109.7409546,6.36E-05
104,0.7769662921,755.8739927,5.28E-05
105,0.9124,122.7525444,7.37E-05
106,0.7385,269.5045648,5.18E-05
107,0.8011111111,426.8015137,5.44E-05
108,0.9088235294,40.3878479,8.53E-05
109,0.7560759494,472.7254112,4.77E-05
110,0.9488888889,27.84242487,0.0001306565603
111,0.7612987013,342.1937108,5.45E-05
112,0.964,46.81554747,0.0003349692822
113,0.92775,111.7946138,5.62E-05
114,0.9742857143,61.52134323,9.49E-05
115,0.9295,68.52353024,8.17E-05
116,0.972,10.98625541,0.0001996355057
117,0.994,14.84583879,0.0001989440918
118,0.9883333333,10.73424768,0.0001845240593
119,0.76,140.7299359,5.92E-05
120,0.7420779221,497.2626553,5.02E-05
121,0.7426666667,206.6392441,5.19E-05
122,0.7970454545,274.3724921,6.57E-05
123,0.7460294118,365.0108616,5.34E-05
124,0.8832142857,88.23910904,7.10E-05
125,0.9725,7.362710238,0.0002475643158
126,0.8559459459,138.675375,6.56E-05
127,0.8752941176,112.011472,6.59E-05
128,0.9,54.67361641,8.31E-05
129,0.9463636364,38.44010258,0.0001171662591
130,1,8.453151703,0.0002507537603
131,0.720625,181.5670326,4.93E-05
132,0.9415,42.52421713,7.88E-05
133,0.8851219512,277.4732037,5.61E-05
134,0.8548571429,147.1426198,6.11E-05
135,0.9925,48.53716588,0.0001089918613
136,0.8114285714,271.5149887,5.84E-05
137,0.8006849315,538.2923176,5.75E-05
138,0.9254285714,153.3069816,6.22E-05
139,0.7296969697,388.2244101,6.71E-05
140,0.9618181818,90.2043798,0.0001117326997
141,0.9683333333,29.32805848,0.0001056245963
142,0.7308450704,415.6990981,4.97E-05
143,0.8269811321,164.6361687,5.26E-05
144,0.9263636364,24.2944324,0.0001155569337
145,0.965,27.12070751,0.0001354002953
146,0.975,13.91052794,0.0001778880755
147,0.7710769231,318.108958,5.70E-05
148,0.8846666667,200.9238904,5.86E-05
149,0.84525,241.0857406,6.06E-05
150,0.844516129,117.7611322,6.89E-05
151,0.91675,231.9059682,5.65E-05
152,0.8306451613,253.3141165,4.94E-05
153,0.9825,8.172090054,0.0002424800396
154,0.8,445.6037431,5.14E-05
155,0.9135714286,44.5380764,9.85E-05
156,0.8557142857,50.0600729,9.01E-05
157,0.9742857143,53.52541757,0.0001042631694
158,0.7527272727,441.3454742,4.57E-05
159,0.9533333333,39.1689527,9.43E-05
160,0.97,54.87721562,9.21E-05
161,0.96625,40.12405586,8.89E-05
162,0.7701408451,411.9848959,4.91E-05
163,0.9290909091,70.85855532,7.89E-05
164,0.98625,13.68089914,0.0001452305913
165,0.9733333333,29.29381132,0.0001065989335
166,0.7954117647,444.5065112,4.58E-05
167,0.99,8.64849472,0.0002621233463
168,0.8772222222,159.725152,6.08E-05
169,0.8047619048,237.3372209,5.67E-05
170,0.97,87.82385588,7.85E-05
171,0.7714285714,332.8921123,5.03E-05
172,0.98,37.05821276,9.45E-05
173,1,4.639316082,0.000317038695
174,0.7288571429,268.2199819,4.96E-05
175,0.975,20.3306396,0.0001236231327
176,0.9166666667,54.80535388,9.22E-05
177,0.9721428571,42.82308125,1.00E-04
178,0.88,132.3992412,6.41E-05
179,0.99,39.63551927,0.000128771464
180,0.935625,48.14451289,8.54E-05
181,0.9658823529,43.54001236,8.45E-05
182,0.7419178082,253.9307814,4.71E-05
183,0.9366666667,155.8689792,7.33E-05
184,0.9571428571,86.05970359,8.01E-05
185,0.98,5.456188917,0.000325050354
186,0.995,5.580676556,0.0002442914248
187,0.7811764706,445.1112747,5.28E-05
188,0.8430434783,304.4025865,7.58E-05
189,0.8821212121,167.204165,6.88E-05
190,0.926,34.28413892,0.0001241805553
191,0.8930769231,105.0687513,6.92E-05
192,0.7841666667,225.9279914,6.40E-05
193,0.8028813559,190.9092848,5.12E-05
194,0.7748275862,563.4842277,4.90E-05
195,0.8368888889,160.9462132,5.44E-05
196,0.924,85.58011556,7.18E-05
197,0.8930612245,305.773227,5.37E-05
198,0.94375,37.07108259,8.75E-05
199,0.9175,18.85154176,0.0001341420412
