Combination ID,Model Accuracy,Training Time,Eval Time
0,0.7491891892,366.5569396,5.60E-05
1,0.7501754386,234.5869944,5.54E-05
2,0.7825641026,424.4906013,4.91E-05
3,0.816,308.1171725,5.61E-05
4,0.88,126.8041017,8.10E-05
5,0.7464473684,583.1494939,5.09E-05
6,0.7596969697,405.6914799,5.30E-05
7,0.7318461538,300.574616,5.36E-05
8,0.91,25.94563007,0.0001331673728
9,0.7977419355,299.3420043,8.15E-05
10,0.8583333333,150.5487068,6.14E-05
11,0.7477419355,333.6753442,5.00E-05
12,0.834137931,313.9204891,8.34E-05
13,0.8767567568,155.4615755,6.38E-05
14,0.96375,44.3564229,0.0001456409693
15,0.935,78.56916738,9.30E-05
16,0.9476470588,31.44036222,8.91E-05
17,0.8525714286,187.760287,6.39E-05
18,0.8546153846,201.8041003,6.23E-05
19,0.982,13.87209964,0.0002113537788
20,0.82875,266.3716447,5.71E-05
21,0.7576923077,305.9039569,4.65E-05
22,0.9691666667,31.06254864,0.0001158493757
23,0.7231481481,349.3873332,5.77E-05
24,0.9966666667,8.264880657,0.0003148682912
25,0.7605882353,373.4530296,4.87E-05
26,0.9051724138,116.0682151,6.85E-05
27,0.7614084507,438.8098278,5.16E-05
28,0.7972413793,300.8847301,6.64E-05
29,0.996,8.035567284,0.0001928715706
30,0.98,30.44527316,0.0001320619583
31,0.994,11.54313993,0.0001952328682
32,0.82625,104.126215,7.38E-05
33,0.8217948718,184.9042175,5.58E-05
34,0.8473809524,174.5312107,5.46E-05
35,0.7749275362,222.539283,5.10E-05
36,0.764375,237.8271677,6.49E-05
37,0.9276923077,31.772228,0.0001026718433
38,0.8958333333,124.8327348,6.67E-05
39,0.8284,233.1295416,0.0001043726444
40,0.869,168.7213321,6.00E-05
41,0.7270175439,218.4906192,4.99E-05
42,0.9755555556,29.12193537,0.0001274606917
43,0.8717948718,169.7280662,5.71E-05
44,0.9675,29.11362505,0.0001026076078
45,0.8725423729,317.0464947,5.59E-05
46,0.8502631579,129.2204251,6.24E-05
47,0.9111111111,18.93532991,0.0001331750552
48,0.919,171.0742831,6.86E-05
49,0.84125,264.7796087,5.56E-05
50,0.7681012658,451.5933099,6.76E-05
51,0.8301785714,304.9642954,5.28E-05
52,0.9683333333,23.63213706,0.0001841946443
53,0.997,36.65197492,0.0001182072163
54,0.7654444444,424.089371,4.82E-05
55,0.9807692308,39.10387111,0.0003289039318
56,0.9,10.5343504,0.0002624821663
57,0.9975,7.364341497,0.0002345722914
